datetime,co2,damper,occupant
2017/3/21 0:00,3.070822109,0,1
2017/3/21 0:01,3.070822109,0,1
2017/3/21 0:02,3.070822109,0,1
2017/3/21 0:03,3.07890322,0,1
2017/3/21 0:04,3.07890322,0,1
2017/3/21 0:05,3.07890322,0,1
2017/3/21 0:06,3.07890322,0,1
2017/3/21 0:07,3.07890322,0,1
2017/3/21 0:08,3.030416555,0,1
2017/3/21 0:09,3.030416555,0,1
2017/3/21 0:10,3.030416555,0,1
2017/3/21 0:11,3.030416555,0,1
2017/3/21 0:12,3.030416555,0,1
2017/3/21 0:13,3.019641741,0,1
2017/3/21 0:14,3.019641741,0,1
2017/3/21 0:15,3.019641741,0,1
2017/3/21 0:16,3.019641741,0,1
2017/3/21 0:17,3.019641741,0,1
2017/3/21 0:18,3.062740998,0,1
2017/3/21 0:19,3.062740998,0,1
2017/3/21 0:20,3.062740998,0,1
2017/3/21 0:21,3.062740998,0,1
2017/3/21 0:22,3.062740998,0,1
2017/3/21 0:23,3.070822109,0,1
2017/3/21 0:24,3.070822109,0,1
2017/3/21 0:25,3.070822109,0,1
2017/3/21 0:26,3.070822109,0,1
2017/3/21 0:27,3.070822109,0,1
2017/3/21 0:28,3.070822109,0,1
2017/3/21 0:29,3.054659888,0,1
2017/3/21 0:30,3.054659888,0,1
2017/3/21 0:31,3.054659888,0,1
2017/3/21 0:32,3.054659888,0,1
2017/3/21 0:33,3.054659888,0,1
2017/3/21 0:34,3.054659888,0,1
2017/3/21 0:35,3.062740998,0,1
2017/3/21 0:36,3.062740998,0,1
2017/3/21 0:37,3.062740998,0,1
2017/3/21 0:38,3.038497666,0,1
2017/3/21 0:39,3.038497666,0,1
2017/3/21 0:40,3.038497666,0,1
2017/3/21 0:41,3.038497666,0,1
2017/3/21 0:42,3.038497666,0,1
2017/3/21 0:43,3.038497666,0,1
2017/3/21 0:44,3.038497666,0,1
2017/3/21 0:45,3.038497666,0,1
2017/3/21 0:46,3.038497666,0,1
2017/3/21 0:47,3.046578777,0,1
2017/3/21 0:48,2.979236187,0,1
2017/3/21 0:49,2.979236187,0,1
2017/3/21 0:50,2.979236187,0,1
2017/3/21 0:51,2.979236187,0,1
2017/3/21 0:52,2.979236187,0,1
2017/3/21 0:53,2.94421804,0,1
2017/3/21 0:54,2.94421804,0,1
2017/3/21 0:55,2.94421804,0,1
2017/3/21 0:56,2.94421804,0,1
2017/3/21 0:57,2.94421804,0,1
2017/3/21 0:58,2.928055818,0,1
2017/3/21 0:59,2.928055818,0,1
2017/3/21 1:00,2.928055818,0,1
2017/3/21 1:01,2.928055818,0,1
2017/3/21 1:02,2.928055818,0,1
2017/3/21 1:03,3.070822109,0,1
2017/3/21 1:04,3.070822109,0,1
2017/3/21 1:05,3.070822109,0,1
2017/3/21 1:06,3.070822109,0,1
2017/3/21 1:07,3.070822109,0,1
2017/3/21 1:08,2.971155076,0,1
2017/3/21 1:09,2.971155076,0,1
2017/3/21 1:10,2.971155076,0,1
2017/3/21 1:11,2.971155076,0,1
2017/3/21 1:12,2.971155076,0,1
2017/3/21 1:13,2.936136929,0,1
2017/3/21 1:14,2.936136929,0,1
2017/3/21 1:15,2.936136929,0,1
2017/3/21 1:16,2.936136929,0,1
2017/3/21 1:17,2.936136929,0,1
2017/3/21 1:18,2.936136929,0,1
2017/3/21 1:19,2.936136929,0,1
2017/3/21 1:20,2.936136929,0,1
2017/3/21 1:21,2.936136929,0,1
2017/3/21 1:22,2.936136929,0,1
2017/3/21 1:23,3.019641741,0,1
2017/3/21 1:24,3.019641741,0,1
2017/3/21 1:25,3.019641741,0,1
2017/3/21 1:26,3.019641741,0,1
2017/3/21 1:27,3.019641741,0,1
2017/3/21 1:28,2.94421804,0,1
2017/3/21 1:29,2.94421804,0,1
2017/3/21 1:30,2.94421804,0,1
2017/3/21 1:31,2.94421804,0,1
2017/3/21 1:32,2.94421804,0,1
2017/3/21 1:33,2.87687545,0,1
2017/3/21 1:34,2.87687545,0,1
2017/3/21 1:35,2.87687545,0,1
2017/3/21 1:36,2.87687545,0,1
2017/3/21 1:37,2.87687545,0,1
2017/3/21 1:38,2.971155076,0,1
2017/3/21 1:39,2.971155076,0,1
2017/3/21 1:40,2.971155076,0,1
2017/3/21 1:41,2.971155076,0,1
2017/3/21 1:42,2.971155076,0,1
2017/3/21 1:43,2.971155076,0,1
2017/3/21 1:44,2.971155076,0,1
2017/3/21 1:45,2.971155076,0,1
2017/3/21 1:46,2.971155076,0,1
2017/3/21 1:47,2.971155076,0,1
2017/3/21 1:48,2.903812486,0,1
2017/3/21 1:49,2.903812486,0,1
2017/3/21 1:50,2.903812486,0,1
2017/3/21 1:51,2.903812486,0,1
2017/3/21 1:52,2.903812486,0,1
2017/3/21 1:53,2.928055818,0,1
2017/3/21 1:54,2.928055818,0,1
2017/3/21 1:55,2.928055818,0,1
2017/3/21 1:56,2.928055818,0,1
2017/3/21 1:57,2.928055818,0,1
2017/3/21 1:58,2.860713228,0,1
2017/3/21 1:59,2.860713228,0,1
2017/3/21 2:00,2.860713228,0,1
2017/3/21 2:01,2.860713228,0,1
2017/3/21 2:02,2.860713228,0,1
2017/3/21 2:03,2.884956561,0,1
2017/3/21 2:04,2.884956561,0,1
2017/3/21 2:05,2.884956561,0,1
